token_index,folio,section,eva_token,prefix,root,suffix,latin_value,interpretation,exploratory_recognized,strict_parsed,failure_reason
7240,f44v,Botanical,shorody,,shor,ody,suber,코르크(suber) + -ward/direction,Yes,Yes,
7241,f44v,Botanical,shky,,,,,,Yes,No,not_full_token_parse
7242,f44v,Botanical,sho,,,,,,Yes,No,not_full_token_parse
7243,f44v,Botanical,y,,,,,,No,No,not_full_token_parse
7244,f44v,Botanical,tchy,,,,,,Yes,No,not_full_token_parse
7245,f44v,Botanical,opchod,,,,,,Yes,No,not_full_token_parse
7246,f44v,Botanical,opy,,,,,,Yes,No,not_full_token_parse
7247,f44v,Botanical,oain,,,,,,Yes,No,not_full_token_parse
7248,f44v,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
7249,f44v,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7250,f44v,Botanical,cphaiin,,,,,,Yes,No,not_full_token_parse
7251,f44v,Botanical,ykchor,,,,,,Yes,No,not_full_token_parse
7252,f44v,Botanical,otchy,,,,,,Yes,No,not_full_token_parse
7253,f44v,Botanical,qoty,qo,t,y,tunica,[~의(quod/de)] + 막/층(tunica) + adjective,Yes,Yes,
7254,f44v,Botanical,ytchear,,,,,,Yes,No,not_full_token_parse
7255,f44v,Botanical,cthain,,,,,,Yes,No,not_full_token_parse
7256,f44v,Botanical,tol,,tol,,totus,전체(totus),Yes,Yes,
7257,f44v,Botanical,dair,,dair,,duramen,심재(duramen),Yes,Yes,
7258,f44v,Botanical,ytaiin,,,,,,Yes,No,not_full_token_parse
7259,f44v,Botanical,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
7260,f44v,Botanical,y,,,,,,No,No,not_full_token_parse
7261,f44v,Botanical,kchain,,,,,,Yes,No,not_full_token_parse
7262,f44v,Botanical,oty,,ot,y,exterior,표면(exterior) + adjective,Yes,Yes,
7263,f44v,Botanical,keey,,k,eey,coquitur,달임(coquitur) + of (emphatic),Yes,Yes,
7264,f44v,Botanical,otchol,,,,,,Yes,No,not_full_token_parse
7265,f44v,Botanical,ytaiin,,,,,,Yes,No,not_full_token_parse
7266,f44v,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7267,f44v,Botanical,ok,,ok,,exterior,외층(exterior),Yes,Yes,
7268,f44v,Botanical,tchaiin,,,,,,Yes,No,not_full_token_parse
7269,f44v,Botanical,cthol,,,,,,Yes,No,not_full_token_parse
7270,f44v,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7271,f44v,Botanical,cheol,,cheol,,cortex,수피류(cortex),Yes,Yes,
7272,f44v,Botanical,ololy,,,,,,Yes,No,not_full_token_parse
7273,f44v,Botanical,tsheody,,,,,,Yes,No,not_full_token_parse
7274,f44v,Botanical,cthaiin,,,,,,Yes,No,not_full_token_parse
7275,f44v,Botanical,odaiin,,,,,,Yes,No,not_full_token_parse
7276,f44v,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
7277,f44v,Botanical,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
7278,f44v,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7279,f44v,Botanical,dshor,,,,,,Yes,No,not_full_token_parse
7280,f44v,Botanical,cthees,,,,,,Yes,No,not_full_token_parse
7281,f44v,Botanical,l,,l,,il-,관사(il-),Yes,Yes,
7282,f44v,Botanical,o,,o,,aut,또는(aut),Yes,Yes,
7283,f44v,Botanical,lkeees,,,,,,Yes,No,not_full_token_parse
7284,f44v,Botanical,ckhy,,ckhy,,nocumentum,유해성(nocumentum),Yes,Yes,
7285,f44v,Botanical,chcthy,,,,,,Yes,No,not_full_token_parse
7286,f44v,Botanical,lo,l,o,,aut,[관사(il-)] + 또는(aut),Yes,Yes,
7287,f44v,Botanical,lsho,,,,,,Yes,No,not_full_token_parse
7288,f44v,Botanical,qokchy,,,,,,Yes,No,not_full_token_parse
7289,f44v,Botanical,tshy,,,,,,Yes,No,not_full_token_parse
7290,f44v,Botanical,cphaiin,,,,,,Yes,No,not_full_token_parse
7291,f44v,Botanical,cthal,,,,,,Yes,No,not_full_token_parse
7292,f44v,Botanical,kal,,,,,,Yes,No,not_full_token_parse
7293,f44v,Botanical,okal,,,,,,Yes,No,not_full_token_parse
7294,f44v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
7295,f44v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
7296,f44v,Botanical,choky,,,,,,Yes,No,not_full_token_parse
7297,f44v,Botanical,okaiin,,,,,,Yes,No,not_full_token_parse
7298,f44v,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7299,f44v,Botanical,otal,,,,,,Yes,No,not_full_token_parse
7300,f44v,Botanical,ychey,y,ch,ey,cortex,[지시(그-)] + 수피(cortex) + from/at,Yes,Yes,
7301,f44v,Botanical,teol,,t,eol,tunica,막/층(tunica) + +lignum,Yes,Yes,
7302,f44v,Botanical,chaiin,,,,,,Yes,No,not_full_token_parse
7303,f44v,Botanical,chcthy,,,,,,Yes,No,not_full_token_parse
7304,f44v,Botanical,ctho,,,,,,Yes,No,not_full_token_parse
7305,f44v,Botanical,cthol,,,,,,Yes,No,not_full_token_parse
7306,f44v,Botanical,lchor,l,chor,,cortex,[관사(il-)] + 수피(cortex),Yes,Yes,
7307,f44v,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
7308,f44v,Botanical,dairl,,,,,,Yes,No,not_full_token_parse
7309,f45r,Botanical,pykydal,,,,,,Yes,No,not_full_token_parse
7310,f45r,Botanical,shay,,,,,,Yes,No,not_full_token_parse
7311,f45r,Botanical,oty,,ot,y,exterior,표면(exterior) + adjective,Yes,Yes,
7312,f45r,Botanical,shey,,shey,,humidus,수생/습(humidus),Yes,Yes,
7313,f45r,Botanical,qop,qo,p,,pro,[~의(quod/de)] + 위해(pro),Yes,Yes,
7314,f45r,Botanical,char,,char,,spina,가시(spina),Yes,Yes,
7315,f45r,Botanical,opchal,,,,,,Yes,No,not_full_token_parse
7316,f45r,Botanical,ypchor,,,,,,Yes,No,not_full_token_parse
7317,f45r,Botanical,ofchar,,,,,,Yes,No,not_full_token_parse
7318,f45r,Botanical,shor,,shor,,suber,코르크(suber),Yes,Yes,
7319,f45r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7320,f45r,Botanical,qoky,qo,k,y,coquitur,[~의(quod/de)] + 달임(coquitur) + adjective,Yes,Yes,
7321,f45r,Botanical,qokol,,,,,,Yes,No,not_full_token_parse
7322,f45r,Botanical,qokaiin,,,,,,Yes,No,not_full_token_parse
7323,f45r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
7324,f45r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
7325,f45r,Botanical,ykaiin,,,,,,Yes,No,not_full_token_parse
7326,f45r,Botanical,dar,,dar,,duramen,심재(duramen),Yes,Yes,
7327,f45r,Botanical,om,,om,,[verb],[처리]([verb]),Yes,Yes,
7328,f45r,Botanical,qo,,,,,,Yes,No,not_full_token_parse
7329,f45r,Botanical,chcthy,,,,,,Yes,No,not_full_token_parse
7330,f45r,Botanical,kchol,,,,,,Yes,No,not_full_token_parse
7331,f45r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7332,f45r,Botanical,qoaiin,qo,aiin,,annulus,[~의(quod/de)] + 나이테(annulus),Yes,Yes,
7333,f45r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7334,f45r,Botanical,chaiin,,,,,,Yes,No,not_full_token_parse
7335,f45r,Botanical,ykeey,y,k,eey,coquitur,[지시(그-)] + 달임(coquitur) + of (emphatic),Yes,Yes,
7336,f45r,Botanical,cthom,,,,,,Yes,No,not_full_token_parse
7337,f45r,Botanical,lor,l,or,,aureus,[관사(il-)] + 황색(aureus),Yes,Yes,
7338,f45r,Botanical,y,,,,,,No,No,not_full_token_parse
7339,f45r,Botanical,kaiin,,,,,,Yes,No,not_full_token_parse
7340,f45r,Botanical,ykeol,y,k,eol,coquitur,[지시(그-)] + 달임(coquitur) + +lignum,Yes,Yes,
7341,f45r,Botanical,ykeol,y,k,eol,coquitur,[지시(그-)] + 달임(coquitur) + +lignum,Yes,Yes,
7342,f45r,Botanical,cham,,ch,am,cortex,수피(cortex) + [process],Yes,Yes,
7343,f45r,Botanical,kol,,,,,,Yes,No,not_full_token_parse
7344,f45r,Botanical,sho,,,,,,Yes,No,not_full_token_parse
7345,f45r,Botanical,pchor,p,chor,,cortex,[위해(pro)] + 수피(cortex),Yes,Yes,
7346,f45r,Botanical,kchey,,,,,,Yes,No,not_full_token_parse
7347,f45r,Botanical,ty,,t,y,tunica,막/층(tunica) + adjective,Yes,Yes,
7348,f45r,Botanical,opchaldy,,,,,,Yes,No,not_full_token_parse
7349,f45r,Botanical,otshy,,,,,,Yes,No,not_full_token_parse
7350,f45r,Botanical,qokchy,,,,,,Yes,No,not_full_token_parse
7351,f45r,Botanical,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
7352,f45r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7353,f45r,Botanical,otchar,,,,,,Yes,No,not_full_token_parse
7354,f45r,Botanical,okchar,,,,,,Yes,No,not_full_token_parse
7355,f45r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7356,f45r,Botanical,ytchody,,,,,,Yes,No,not_full_token_parse
7357,f45r,Botanical,tcholol,,,,,,Yes,No,not_full_token_parse
7358,f45r,Botanical,otar,,,,,,Yes,No,not_full_token_parse
7359,f45r,Botanical,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
7360,f45r,Botanical,dary,,dar,y,duramen,심재(duramen) + adjective,Yes,Yes,
7361,f45r,Botanical,lchar,l,char,,spina,[관사(il-)] + 가시(spina),Yes,Yes,
7362,f45r,Botanical,qor,qo,r,,re-,[~의(quod/de)] + 역(re-),Yes,Yes,
7363,f45r,Botanical,y,,,,,,No,No,not_full_token_parse
7364,f45r,Botanical,kar,,,,,,Yes,No,not_full_token_parse
7365,f45r,Botanical,dar,,dar,,duramen,심재(duramen),Yes,Yes,
7366,f45r,Botanical,tchol,,,,,,Yes,No,not_full_token_parse
7367,f45r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7368,f45r,Botanical,qodaiin,qo,daiin,,duramen,[~의(quod/de)] + 심재(duramen),Yes,Yes,
7369,f45r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7370,f45r,Botanical,dain,,dain,,duramen,심재(duramen),Yes,Yes,
7371,f45r,Botanical,ey,,,,,,No,No,not_full_token_parse
7372,f45r,Botanical,otydal,,,,,,Yes,No,not_full_token_parse
7373,f45r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7374,f45r,Botanical,or,,or,,aureus,황색(aureus),Yes,Yes,
7375,f45r,Botanical,or,,or,,aureus,황색(aureus),Yes,Yes,
7376,f45r,Botanical,chain,,,,,,Yes,No,not_full_token_parse
7377,f45r,Botanical,dain,,dain,,duramen,심재(duramen),Yes,Yes,
7378,f45r,Botanical,ykolody,,,,,,Yes,No,not_full_token_parse
7379,f45r,Botanical,ytaiin,,,,,,Yes,No,not_full_token_parse
7380,f45r,Botanical,qotchol,,,,,,Yes,No,not_full_token_parse
7381,f45r,Botanical,kol,,,,,,Yes,No,not_full_token_parse
7382,f45r,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7383,f45r,Botanical,okaiin,,,,,,Yes,No,not_full_token_parse
7384,f45r,Botanical,shar,,,,,,Yes,No,not_full_token_parse
7385,f45r,Botanical,yky,y,k,y,coquitur,[지시(그-)] + 달임(coquitur) + adjective,Yes,Yes,
7386,f45r,Botanical,oky,,ok,y,exterior,외층(exterior) + adjective,Yes,Yes,
7387,f45r,Botanical,kair,,,,,,Yes,No,not_full_token_parse
7388,f45r,Botanical,daldy,,dal,dy,medulla,수髓(medulla) + of (de),Yes,Yes,
7389,f45r,Botanical,dalor,,,,,,Yes,No,not_full_token_parse
7390,f45r,Botanical,cheol,,cheol,,cortex,수피류(cortex),Yes,Yes,
7391,f45r,Botanical,dal,,dal,,medulla,수髓(medulla),Yes,Yes,
7392,f45r,Botanical,l,,l,,il-,관사(il-),Yes,Yes,
7393,f45r,Botanical,okaiin,,,,,,Yes,No,not_full_token_parse
7394,f45r,Botanical,okcho,,,,,,Yes,No,not_full_token_parse
7395,f45r,Botanical,laldan,,,,,,Yes,No,not_full_token_parse
7396,f45r,Botanical,daldaiin,,,,,,Yes,No,not_full_token_parse
7397,f45v,Botanical,koary,,,,,,Yes,No,not_full_token_parse
7398,f45v,Botanical,chko,,,,,,Yes,No,not_full_token_parse
7399,f45v,Botanical,kol,,,,,,Yes,No,not_full_token_parse
7400,f45v,Botanical,chey,,ch,ey,cortex,수피(cortex) + from/at,Yes,Yes,
7401,f45v,Botanical,fsholom,,,,,,Yes,No,not_full_token_parse
7402,f45v,Botanical,shor,,shor,,suber,코르크(suber),Yes,Yes,
7403,f45v,Botanical,ykchy,,,,,,Yes,No,not_full_token_parse
7404,f45v,Botanical,dod,,,,,,Yes,No,not_full_token_parse
7405,f45v,Botanical,opchaiin,,,,,,Yes,No,not_full_token_parse
7406,f45v,Botanical,olald,,,,,,Yes,No,not_full_token_parse
7407,f45v,Botanical,okol,,okol,,exterior,외층(exterior),Yes,Yes,
7408,f45v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
7409,f45v,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7410,f45v,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7411,f45v,Botanical,okchol,,,,,,Yes,No,not_full_token_parse
7412,f45v,Botanical,chom,,chom,,umbrosus,그늘(umbrosus),Yes,Yes,
7413,f45v,Botanical,okolo,,,,,,Yes,No,not_full_token_parse
7414,f45v,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7415,f45v,Botanical,s,,s,,est,이다(est),Yes,Yes,
7416,f45v,Botanical,qokchy,,,,,,Yes,No,not_full_token_parse
7417,f45v,Botanical,l,,l,,il-,관사(il-),Yes,Yes,
7418,f45v,Botanical,or,,or,,aureus,황색(aureus),Yes,Yes,
7419,f45v,Botanical,cheol,,cheol,,cortex,수피류(cortex),Yes,Yes,
7420,f45v,Botanical,qotl,,,,,,Yes,No,not_full_token_parse
7421,f45v,Botanical,qotol,qo,tol,,totus,[~의(quod/de)] + 전체(totus),Yes,Yes,
7422,f45v,Botanical,chy,,chy,,chylos,즙(chylos),Yes,Yes,
7423,f45v,Botanical,ky,,k,y,coquitur,달임(coquitur) + adjective,Yes,Yes,
7424,f45v,Botanical,cthod,,,,,,Yes,No,not_full_token_parse
7425,f45v,Botanical,yd,y,d,,de,[지시(그-)] + ~의(de),Yes,Yes,
7426,f45v,Botanical,okchy,,,,,,Yes,No,not_full_token_parse
7427,f45v,Botanical,qockhy,qo,ckhy,,nocumentum,[~의(quod/de)] + 유해성(nocumentum),Yes,Yes,
7428,f45v,Botanical,dain,,dain,,duramen,심재(duramen),Yes,Yes,
7429,f45v,Botanical,dail,,,,,,Yes,No,not_full_token_parse
7430,f45v,Botanical,dair,,dair,,duramen,심재(duramen),Yes,Yes,
7431,f45v,Botanical,shy,,sh,y,suber,코르크(suber) + adjective,Yes,Yes,
7432,f45v,Botanical,qotol,qo,tol,,totus,[~의(quod/de)] + 전체(totus),Yes,Yes,
7433,f45v,Botanical,choiin,,cho,iin,cortex,수피(cortex) + ring-type,Yes,Yes,
7434,f45v,Botanical,okchar,,,,,,Yes,No,not_full_token_parse
7435,f45v,Botanical,dar,,dar,,duramen,심재(duramen),Yes,Yes,
7436,f45v,Botanical,oty,,ot,y,exterior,표면(exterior) + adjective,Yes,Yes,
7437,f45v,Botanical,dol,,dol,,medulla,수髓(medulla),Yes,Yes,
7438,f45v,Botanical,py,,,,,,Yes,No,not_full_token_parse
7439,f45v,Botanical,s,,s,,est,이다(est),Yes,Yes,
7440,f45v,Botanical,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
7441,f45v,Botanical,cphor,,,,,,Yes,No,not_full_token_parse
7442,f45v,Botanical,qok,qo,k,,coquitur,[~의(quod/de)] + 달임(coquitur),Yes,Yes,
7443,f45v,Botanical,tod,,,,,,Yes,No,not_full_token_parse
7444,f45v,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7445,f45v,Botanical,cheg,,,,,,Yes,No,not_full_token_parse
7446,f45v,Botanical,tchtcho,,,,,,Yes,No,not_full_token_parse
7447,f45v,Botanical,kchol,,,,,,Yes,No,not_full_token_parse
7448,f45v,Botanical,dshy,,,,,,Yes,No,not_full_token_parse
7449,f45v,Botanical,o,,o,,aut,또는(aut),Yes,Yes,
7450,f45v,Botanical,tyol,,,,,,Yes,No,not_full_token_parse
7451,f45v,Botanical,yksheor,,,,,,Yes,No,not_full_token_parse
7452,f45v,Botanical,odal,,,,,,Yes,No,not_full_token_parse
7453,f45v,Botanical,sho,,,,,,Yes,No,not_full_token_parse
7454,f45v,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7455,f45v,Botanical,pchom,p,ch,om,cortex,[위해(pro)] + 수피(cortex) + [process],Yes,Yes,
7456,f45v,Botanical,oa,,,,,,Yes,No,not_full_token_parse
7457,f45v,Botanical,ychor,y,chor,,cortex,[지시(그-)] + 수피(cortex),Yes,Yes,
7458,f45v,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7459,f45v,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
7460,f45v,Botanical,qokom,qo,k,om,coquitur,[~의(quod/de)] + 달임(coquitur) + [process],Yes,Yes,
7461,f45v,Botanical,sy,,s,y,est,이다(est) + adjective,Yes,Yes,
7462,f45v,Botanical,ykchom,,,,,,Yes,No,not_full_token_parse
7463,f45v,Botanical,dshor,,,,,,Yes,No,not_full_token_parse
7464,f45v,Botanical,otshy,,,,,,Yes,No,not_full_token_parse
7465,f45v,Botanical,oky,,ok,y,exterior,외층(exterior) + adjective,Yes,Yes,
7466,f45v,Botanical,tsholol,,,,,,Yes,No,not_full_token_parse
7467,f45v,Botanical,or,,or,,aureus,황색(aureus),Yes,Yes,
7468,f45v,Botanical,chor,,chor,,cortex,수피(cortex),Yes,Yes,
7469,f45v,Botanical,ytchy,,,,,,Yes,No,not_full_token_parse
7470,f45v,Botanical,doiin,,,,,,Yes,No,not_full_token_parse
7471,f45v,Botanical,dcholdy,,,,,,Yes,No,not_full_token_parse
7472,f46r,Botanical,pcheocphy,,,,,,Yes,No,not_full_token_parse
7473,f46r,Botanical,qotedy,qo,t,edy,tunica,[~의(quod/de)] + 막/층(tunica) + through (per),Yes,Yes,
7474,f46r,Botanical,chety,,,,,,Yes,No,not_full_token_parse
7475,f46r,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7476,f46r,Botanical,chepchx,,,,,,Yes,No,not_full_token_parse
7477,f46r,Botanical,yfcheky,,,,,,Yes,No,not_full_token_parse
7478,f46r,Botanical,oaiin,,,,,,Yes,No,not_full_token_parse
7479,f46r,Botanical,shee,,,,,,Yes,No,not_full_token_parse
7480,f46r,Botanical,qoteol,qo,t,eol,tunica,[~의(quod/de)] + 막/층(tunica) + +lignum,Yes,Yes,
7481,f46r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7482,f46r,Botanical,shee,,,,,,Yes,No,not_full_token_parse
7483,f46r,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
7484,f46r,Botanical,daly,,dal,y,medulla,수髓(medulla) + adjective,Yes,Yes,
7485,f46r,Botanical,sodaiin,,s,odaiin,est,이다(est) + scent+ring,Yes,Yes,
7486,f46r,Botanical,sheeoly,,,,,,Yes,No,not_full_token_parse
7487,f46r,Botanical,qoor,qo,or,,aureus,[~의(quod/de)] + 황색(aureus),Yes,Yes,
7488,f46r,Botanical,sheo,,sheo,,suber,코르크(suber),Yes,Yes,
7489,f46r,Botanical,teoly,,,,,,Yes,No,not_full_token_parse
7490,f46r,Botanical,chckhy,,,,,,Yes,No,not_full_token_parse
7491,f46r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7492,f46r,Botanical,sh,,sh,,suber,코르크(suber),Yes,Yes,
7493,f46r,Botanical,sheet,,,,,,Yes,No,not_full_token_parse
7494,f46r,Botanical,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
7495,f46r,Botanical,xo,,,,,,Yes,No,not_full_token_parse
7496,f46r,Botanical,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
7497,f46r,Botanical,sheckhy,,sh,eckhy,suber,코르크(suber) + harmful (emphatic),Yes,Yes,
7498,f46r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7499,f46r,Botanical,shor,,shor,,suber,코르크(suber),Yes,Yes,
7500,f46r,Botanical,ykal,,,,,,Yes,No,not_full_token_parse
7501,f46r,Botanical,chey,,ch,ey,cortex,수피(cortex) + from/at,Yes,Yes,
7502,f46r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7503,f46r,Botanical,she,,she,,suber?,코르크?(suber?),Yes,Yes,
7504,f46r,Botanical,dalshedy,,,,,,Yes,No,not_full_token_parse
7505,f46r,Botanical,qokol,,,,,,Yes,No,not_full_token_parse
7506,f46r,Botanical,s,,s,,est,이다(est),Yes,Yes,
7507,f46r,Botanical,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
7508,f46r,Botanical,shee,,,,,,Yes,No,not_full_token_parse
7509,f46r,Botanical,ykar,,,,,,Yes,No,not_full_token_parse
7510,f46r,Botanical,daiin,,daiin,,duramen,심재(duramen),Yes,Yes,
7511,f46r,Botanical,tshedar,,,,,,Yes,No,not_full_token_parse
7512,f46r,Botanical,chol,,chol,,cortex,수피(cortex),Yes,Yes,
7513,f46r,Botanical,kaldy,,,,,,Yes,No,not_full_token_parse
7514,f46r,Botanical,chckhy,,,,,,Yes,No,not_full_token_parse
7515,f46r,Botanical,qokaldy,,,,,,Yes,No,not_full_token_parse
7516,f46r,Botanical,chekal,,,,,,Yes,No,not_full_token_parse
7517,f46r,Botanical,chckhy,,,,,,Yes,No,not_full_token_parse
7518,f46r,Botanical,sheky,,,,,,Yes,No,not_full_token_parse
7519,f46r,Botanical,sheky,,,,,,Yes,No,not_full_token_parse
7520,f46r,Botanical,daloy,,,,,,Yes,No,not_full_token_parse
7521,f46r,Botanical,okeedy,,ok,eedy,exterior,외층(exterior) + through (emphatic),Yes,Yes,
7522,f46r,Botanical,shekeey,,,,,,Yes,No,not_full_token_parse
7523,f46r,Botanical,ykey,y,k,ey,coquitur,[지시(그-)] + 달임(coquitur) + from/at,Yes,Yes,
7524,f46r,Botanical,shedy,,sh,edy,suber,코르크(suber) + through (per),Yes,Yes,
7525,f46r,Botanical,chdy,,ch,dy,cortex,수피(cortex) + of (de),Yes,Yes,
7526,f46r,Botanical,shky,,,,,,Yes,No,not_full_token_parse
7527,f46r,Botanical,qotsheod,,,,,,Yes,No,not_full_token_parse
7528,f46r,Botanical,ytedy,y,t,edy,tunica,[지시(그-)] + 막/층(tunica) + through (per),Yes,Yes,
7529,f46r,Botanical,ytey,y,t,ey,tunica,[지시(그-)] + 막/층(tunica) + from/at,Yes,Yes,
7530,f46r,Botanical,cher,,,,,,Yes,No,not_full_token_parse
7531,f46r,Botanical,tedy,,t,edy,tunica,막/층(tunica) + through (per),Yes,Yes,
7532,f46r,Botanical,dtedy,,,,,,Yes,No,not_full_token_parse
7533,f46r,Botanical,shee,,,,,,Yes,No,not_full_token_parse
7534,f46r,Botanical,keedy,,k,eedy,coquitur,달임(coquitur) + through (emphatic),Yes,Yes,
7535,f46r,Botanical,ypchedy,,,,,,Yes,No,not_full_token_parse
7536,f46r,Botanical,chdalor,,,,,,Yes,No,not_full_token_parse
7537,f46r,Botanical,sheedy,,sh,eedy,suber,코르크(suber) + through (emphatic),Yes,Yes,
7538,f46r,Botanical,odo,,,,,,Yes,No,not_full_token_parse
7539,f46r,Botanical,aiin,,aiin,,annulus,나이테(annulus),Yes,Yes,
7540,f46r,Botanical,opchedy,op,ch,edy,cortex,[대향(contra)] + 수피(cortex) + through (per),Yes,Yes,
7541,f46r,Botanical,dykedy,,,,,,Yes,No,not_full_token_parse
7542,f46r,Botanical,chdam,,,,,,Yes,No,not_full_token_parse
7543,f46r,Botanical,xol,,,,,,Yes,No,not_full_token_parse
7544,f46r,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
7545,f46r,Botanical,qokaiin,,,,,,Yes,No,not_full_token_parse
7546,f46r,Botanical,ytchdy,,,,,,Yes,No,not_full_token_parse
7547,f46r,Botanical,qokchdy,,,,,,Yes,No,not_full_token_parse
7548,f46r,Botanical,s,,s,,est,이다(est),Yes,Yes,
7549,f46r,Botanical,ar,,ar,,radius,수선(radius),Yes,Yes,
7550,f46r,Botanical,chdy,,ch,dy,cortex,수피(cortex) + of (de),Yes,Yes,
7551,f46r,Botanical,cthy,,cthy,,calidus,열/자극(calidus),Yes,Yes,
7552,f46r,Botanical,otedy,,ot,edy,exterior,표면(exterior) + through (per),Yes,Yes,
7553,f46r,Botanical,chedy,,ch,edy,cortex,수피(cortex) + through (per),Yes,Yes,
7554,f46r,Botanical,qokar,,,,,,Yes,No,not_full_token_parse
7555,f46r,Botanical,chcthy,,,,,,Yes,No,not_full_token_parse
7556,f46r,Botanical,m,,,,,,No,No,not_full_token_parse
7557,f46r,Botanical,dsheol,,,,,,Yes,No,not_full_token_parse
7558,f46r,Botanical,chy,,chy,,chylos,즙(chylos),Yes,Yes,
7559,f46r,Botanical,chckhy,,,,,,Yes,No,not_full_token_parse
7560,f46r,Botanical,shy,,sh,y,suber,코르크(suber) + adjective,Yes,Yes,
7561,f46r,Botanical,shdy,,sh,dy,suber,코르크(suber) + of (de),Yes,Yes,
7562,f46r,Botanical,chky,,,,,,Yes,No,not_full_token_parse
7563,f46r,Botanical,chody,,ch,ody,cortex,수피(cortex) + -ward/direction,Yes,Yes,
7564,f46r,Botanical,cthdy,,,,,,Yes,No,not_full_token_parse
7565,f46r,Botanical,s,,s,,est,이다(est),Yes,Yes,
7566,f46r,Botanical,cheos,,ch,eos,cortex,수피(cortex) + seasonal plural,Yes,Yes,
7567,f46r,Botanical,chey,,ch,ey,cortex,수피(cortex) + from/at,Yes,Yes,
7568,f46r,Botanical,tshdy,,,,,,Yes,No,not_full_token_parse
7569,f46r,Botanical,shdy,,sh,dy,suber,코르크(suber) + of (de),Yes,Yes,
7570,f46r,Botanical,fchedy,,,,,,Yes,No,not_full_token_parse
7571,f46r,Botanical,dyfchdy,,,,,,Yes,No,not_full_token_parse
7572,f46r,Botanical,shol,,shol,,suber,코르크(suber),Yes,Yes,
7573,f46r,Botanical,kees,,,,,,Yes,No,not_full_token_parse
7574,f46r,Botanical,ytaly,,,,,,Yes,No,not_full_token_parse
7575,f46r,Botanical,fchdy,,,,,,Yes,No,not_full_token_parse
7576,f46r,Botanical,dy,,dy,,de,~의(de),Yes,Yes,
